sch_name,sch_alias
黑龙江财经学院,哈尔滨商业大学德强商务学院
黑龙江财经学院,黑龙江财经学院
常州大学,常州大学
常州大学,江苏工业学院
常州大学,江苏石油化工学院
泉州轻工职业学院,泉州轻工职业学院
四川财经职业学院,四川财经职业学院
绍兴文理学院元培学院,绍兴文理学院元培学院
长春科技学院,长春科技学院
长春科技学院,吉林农业大学发展学院
河北化工医药职业技术学院,河北化工医药职业技术学院
商洛学院,商洛师范专科学校
商洛学院,商洛学院
浙江越秀外国语学院,绍兴越秀外国语职业学院
浙江越秀外国语学院,浙江越秀外国语学院
长江职业学院,長江職業學院
长江职业学院,长江职业学院
昆明医科大学,昆明医科大学
昆明医科大学,昆明医学院
四川文化传媒职业学院,四川文化传媒职业学院
九州职业技术学院,九州职业技术学院
渤海理工职业学院,渤海理工职业学院
渤海理工职业学院,渤海理工职业学院(筹)
陕西青年职业学院,陕西青年职业学院
兰州工业学院,兰州工业高等专科学校
兰州工业学院,兰州工业学院
安徽科技学院,安徽技术师范学院
安徽科技学院,安徽科技学院
安徽科技学院,安徽农业技术师范学院
湖南幼儿师范高等专科学校,湖南省桃源师范学校
湖南幼儿师范高等专科学校,湖南幼儿师范高等专科学校
五邑大学,五邑大学
五邑大学,五邑大學
韶关学院,广东韶关学院
韶关学院,韶关大学
韶关学院,韶关教育学院
韶关学院,韶关师范专科学校
韶关学院,韶关学院
菏泽医学专科学校,菏泽医学高等专科学校
菏泽医学专科学校,菏泽医学专科学校
菏泽医学专科学校,山东菏泽医学专科学校
广州科技职业技术学院,广科院
广州科技职业技术学院,广州科技职业技术学院
广州科技职业技术学院,廣州科技職業技術學院
河南理工大学,河南理工大学
河南理工大学,河南理工大學
河南理工大学,焦作工学院
湖北工程学院新技术学院,湖北工程学院新技术学院
湖北工程学院新技术学院,孝感学院新技术学院
湖北工程学院,湖北工程学院
湖北工程学院,孝感师范高等专科学校
湖北工程学院,孝感学院
南京工程学院,南京电力高等专科学校
南京工程学院,南京工程学院
南京工程学院,南京工程學院
南京工程学院,南京机械高等专科学校
曲阜远东职业技术学院,曲阜远东职业技术学院
贵州警官职业学院,贵州公安管理干部学院
贵州警官职业学院,贵州警官职业学院
贵州警官职业学院,贵州人民警察职业技术学院
贵州警官职业学院,贵州政法管理干部学院
湖北生态工程职业技术学院,湖北生态工程职业技术学院
潍坊工程职业学院,潍坊工程职业学院
广西民族师范学院,广西民族师范学院
广西民族师范学院,南宁师范高等专科学校
亳州职业技术学院,亳州职业技术学院
亳州职业技术学院,毫州学院
武汉传媒学院,华中师范大学武汉传媒学院
武汉传媒学院,武汉传媒学院
上海体育职业学院,上海体育运动技术学院
上海体育职业学院,上海体育职业学院
陕西交通职业技术学院,陕西交通职业技术学院
兰州航空工业职工大学,兰州航空工业职工大学
武汉东湖学院,武汉大学东湖分校
武汉东湖学院,武汉东湖学院
南昌理工学院,江西航天科技职业学院
南昌理工学院,南昌理工
南昌理工学院,南昌理工学院
南昌理工学院,南昌理工學院
内蒙古民族幼儿师范高等专科学校,内蒙古民族幼儿师范高等专科学校
内蒙古民族幼儿师范高等专科学校,内蒙古民族幼儿师范艺术学校
喀什大学,喀什大学
喀什大学,喀什师范学院
广东工业大学华立学院,广东工业大学华立学院
广东工业大学华立学院,廣東工業大學華立學院
牡丹江医学院,牡丹江医学院
郑州幼儿师范高等专科学校,郑州幼儿师范高等专科学校
郑州幼儿师范高等专科学校,郑州幼儿师范学校
天津铁道职业技术学院,天津铁道职业技术学院
云南商务职业学院,云南商务职业学院
浙江艺术职业学院,浙江省艺术职业学院
浙江艺术职业学院,浙江艺术职业学院
通辽职业学院,通辽职业学院
河南工业职业技术学院,河南工业职业技术学院
锦州医科大学医疗学院,锦州医科大学医疗学院
锦州医科大学医疗学院,辽宁医学院医疗学院
大连商务职业学院,大连商务职业学院
吉林科技职业技术学院,吉林科技职业技术学院
西安邮电大学,西安邮电
西安邮电大学,西安邮电大学
西安邮电大学,西安邮电学院
东北林业大学,东北林学院
东北林业大学,东北林业大学
东北林业大学,東北林業大學
山东协和学院,山东协和学院
山东协和学院,山东协和职业技术学院
广东财经大学华商学院,广东财经大学华商学院
石家庄职工大学,石家庄职工大学
云南艺术学院,云南艺术学院
云南大学旅游文化学院,云南大学旅游文化学院
安康学院,安康师范专科学校
安康学院,安康学院
南京大学,nanjing university
南京大学,南京大学
南京大学,南京大學
哈尔滨剑桥学院,哈尔滨剑桥学院
哈尔滨剑桥学院,黑龙江大学剑桥学院
贵阳职业技术学院,贵阳职业技术学院
黑龙江粮食职业学院,黑龙江粮食职业学院
福建工程学院,福建工程学院
福建工程学院,福建建筑高等专科学校
福建工程学院,福建职业技术学院
浙江医药高等专科学校,浙江省医药学校
浙江医药高等专科学校,浙江医药高等专科学校
河北机电职业技术学院,河北机电职业技术学院
大连海洋大学,大连海洋大学
大连海洋大学,大连水产学院
大连海洋大学,大连水产专科学校
北京北大方正软件职业技术学院,北京北大方正软件技术学院
北京北大方正软件职业技术学院,北京北大方正软件职业技术学院
苏州科技大学天平学院,苏州科技大学天平学院
苏州科技大学天平学院,苏州科技学院天平学院
黑龙江能源职业学院,黑龙江煤炭职业技术学院
黑龙江能源职业学院,黑龙江能源职业学院
北京邮电大学(宏福校区),北京邮电大学宏福
北京邮电大学(宏福校区),北京邮电大学(宏福)
北京邮电大学(宏福校区),北京邮电大学(宏福）
北京邮电大学(宏福校区),北京邮电大学[宏福]
北京邮电大学(宏福校区),北京邮电大学{宏福}
北京邮电大学(宏福校区),北京邮电大学（宏福)
北京邮电大学(宏福校区),北京邮电大学〔宏福〕
北京邮电大学(宏福校区),北京邮电大学（宏福）
北京邮电大学(宏福校区),北京邮电大学宏福校区
北京邮电大学(宏福校区),北京邮电大学(宏福校区)
北京邮电大学(宏福校区),北京邮电大学(宏福校区）
北京邮电大学(宏福校区),北京邮电大学[宏福校区]
北京邮电大学(宏福校区),北京邮电大学{宏福校区}
北京邮电大学(宏福校区),北京邮电大学（宏福校区)
北京邮电大学(宏福校区),北京邮电大学〔宏福校区〕
北京邮电大学(宏福校区),北京邮电大学（宏福校区）
洛阳职业技术学院,洛阳职业技术学院
黑龙江农垦科技职业学院,黑龙江农垦科技职业学院
黑龙江农垦科技职业学院,黑龙江农垦农业职业技术学院
重庆信息技术职业学院,重庆信息技术职业学院
重庆信息技术职业学院,重庆信息学院
长沙航空职业技术学院,长沙航空工程学校
长沙航空职业技术学院,长沙航空职业技术学院
长沙航空职业技术学院,空军第二职工大学
内蒙古民族大学,内蒙古蒙医学院
内蒙古民族大学,内蒙古民族大学
内蒙古民族大学,内蒙古民族师范学院
南通理工学院,南通理工学院
南通理工学院,南通紫琅职业技术学院
南通理工学院,紫琅职业技术学院
山西旅游职业学院,山西旅游职业学院
黑龙江省政法管理干部学院,黑龙江省政法管理干部学院
广西体育高等专科学校,广西体育高等专科学校
长春中医药大学,长春中医学院
长春中医药大学,长春中医药大学
长春中医药大学,吉林省卫生管理干部学院
西京学院,西京大学
西京学院,西京学院
河北政法职业学院,河北现代政法专修学院
河北政法职业学院,河北政法职业学院
河北科技学院,河北科技学院
泰州职业技术学院,泰州职工大学
泰州职业技术学院,泰州职业技术学校
泰州职业技术学院,泰州职业技术学院
湖北科技学院,湖北科技学院
湖北科技学院,咸宁学院
湖南人文科技学院,湖南人文科技学院
湖南人文科技学院,湖南人文科技學院
湖南人文科技学院,娄底师范高等专科学校
浙江商业职业技术学院,浙江商业职业技术学院
顺德职业技术学院,順德職業技術學院
顺德职业技术学院,顺德职业技术学院
安阳学院,安阳师范学院人文管理学院
安阳学院,安阳学院
郑州财经学院,郑州财经学院
郑州财经学院,郑州经贸职业学院
石家庄工程职业学院,石家庄工程职业学院
石家庄工程职业学院,石家庄计算机职业学院
云南财经大学,云南财经大学
云南财经大学,云南财贸学院
云南财经大学,云南经济管理干部学院
广东创新科技职业学院,广东创新科技职业学院
中原工学院信息商务学院,中原工学院信息商务学院
成都理工大学工程技术学院,成都理工大学工程技术学院
辽宁机电职业技术学院,辽宁机电职业技术学院
浙江电力职业技术学院,浙江电力职业技术学院
云南经贸外事职业学院,云南经贸外事职业学院
石家庄幼儿师范高等专科学校,石家庄幼儿师范高等专科学校
扬州工业职业技术学院,扬州工业职业技术学院
江西应用科技学院,江西城市学院
江西应用科技学院,江西城市职业学院
江西应用科技学院,江西应用科技学院
辽宁警察学院,辽宁警察学院
石家庄财经职业学院,石家庄财经职业学院
石家庄科技信息职业学院,石家庄华安职业学院
石家庄科技信息职业学院,石家庄科技信息职业学院
河北经贸大学,河北财经学院
河北经贸大学,河北經貿大學
河北经贸大学,河北经贸大学
河北经贸大学,河北经贸学院
贵州城市职业学院,贵州城市职业学院
贵州城市职业学院,贵州亚泰职业学院
湖南师范大学树达学院,湖南师范大学树达学院
湖南师范大学树达学院,树达学院
重庆应用技术职业学院,重庆民生职业技术学院
重庆应用技术职业学院,重庆应用技术职业学院
河南机电职业学院,河南机电职业学院
山西医科大学晋祠学院,山西医科大学晋祠学院
云南国防工业职业技术学院,云南国防工业职业技术学院
石家庄科技工程职业学院,石家庄科技工程职业学院
常德职业技术学院,常德职业技术学院
威海海洋职业学院,威海海洋职业学院
威海海洋职业学院,威海海洋职业学院(筹)
浙江万里学院,万里学院
浙江万里学院,浙江农村技术师范专科学校
浙江万里学院,浙江万里学院
浙江万里学院,浙江万里职业技术学院
新疆天山职业技术学院,新疆天山职业技术学院
河南农业大学,河南农大
河南农业大学,河南农学院
河南农业大学,河南农业大学
厦门华天涉外职业技术学院,厦门华天涉外职业技术学院
甘肃畜牧工程职业技术学院,甘肃畜牧工程职业技术学院
黄河科技学院,黄河科技大学
黄河科技学院,黄河科技学院
黄河科技学院,黄科大
黄河科技学院,民办黄河科技学院
亳州学院,亳州学院
重庆城市职业学院,重庆城市职业学院
青海师范大学,青海大学水利中专部
青海师范大学,青海教育学院
青海师范大学,青海师大
青海师范大学,青海师范大学
青海师范大学,青海银行学校相继
海南软件职业技术学院,海南软件职业技术学院
海南软件职业技术学院,海南省软件职业技术学院
石家庄工商职业学院,石家庄工商职业学院
云南中医学院,云南中医学院
重庆工商职业学院,重庆工商职业学院
西安医学高等专科学校,陕西卫生培训学院
西安医学高等专科学校,陕西卫生培训学院(资源)
西安医学高等专科学校,西安医学高等专科学校
南昌师范学院,江西教育学院
南昌师范学院,南昌师范学院
安徽外国语学院,安徽外国语学院
安徽外国语学院,安徽外国语职业技术学院
广西艺术学院,广西艺术学院
安徽医学高等专科学校,安徽医学高等专科学校
安徽医学高等专科学校,合肥卫生学校
武威职业学院,武威职业学院
西安交通大学城市学院,西安交通大学城市学院
重庆交通职业学院,重庆交通职业学院
湖北轻工职业技术学院,湖北轻工职业技术学院
白城职业技术学院,白城职业技术学院
济南大学泉城学院,济南大学泉城学院
河南工业大学,河南工业大学
河南工业大学,郑州工程学院
河南工业大学,郑州工业高等专科学校
河南工业大学,郑州粮食学院
重庆电信职业学院,重庆电信职业学院
武汉学院,武汉学院
武汉学院,中南财经政法大学武汉学院
上海交通大学医学院,上海第二医科大学
上海交通大学医学院,上海交大医学院
上海交通大学医学院,上海交通大学医学院
湖北师范大学文理学院,湖北师范大学文理学院
湖北师范大学文理学院,湖北师范学院文理学院
成都工业职业技术学院,成都工业职业技术学院
河北中医学院,河北省中医药研究院
河北中医学院,河北医科大学中医学院
河北中医学院,河北中医学院
哈尔滨传媒职业学院,哈尔滨传媒职业学院
中南财经政法大学,中南财大
中南财经政法大学,中南财经大学
中南财经政法大学,中南财经政法大学
中南财经政法大学,中南政法大学
中南财经政法大学,中南政法学院
郑州工业应用技术学院,郑州工业应用技术学院
郑州工业应用技术学院,郑州华信学院
郑州工业应用技术学院,郑州华信职业技术学院
浙江纺织服装职业技术学院,浙江纺织服装职业技术学院
郑州电力职业技术学院,郑州电力职业技术学院
西南交通大学,西南交大
西南交通大学,西南交通大学
沈阳化工大学,沈阳化工大学
沈阳化工大学,沈阳化工学院
天津城市建设管理职业技术学院,天津城市建设管理职业技术学院
南京财经大学,江苏财经高等专科学校
南京财经大学,江苏财经高专
南京财经大学,江苏经济管理干部学院
南京财经大学,南京財經大學
南京财经大学,南京财经大学
南京财经大学,南京经济学院
河南科技大学,河南科技大学
河南科技大学,洛阳工学院
河南科技大学,洛阳农业高等专科学校
河南科技大学,洛阳医专
河南科技大学,豫西农业专科学校
湖北商贸学院,湖北工业大学商贸学院
湖北商贸学院,湖北商贸学院
延安大学西安创新学院,延安大学西安创新学院
辽宁广告职业学院,辽宁广告职业学院
首都医科大学,首都医科大学
首都医科大学,首都医学院
天津现代职业技术学院,天津现代职业技术学院
安徽电气工程职业技术学院,安徽电气工程职业技术学院
西安海棠职业学院,西安海棠职业学院
铁岭卫生职业学院,铁岭卫生职业学院
河南护理职业学院,河南护理职业学院
山西建筑职业技术学院,山西建筑工程职业技术学院
山西建筑职业技术学院,山西建筑职业技术学院
齐齐哈尔工程学院,齐齐哈尔工程学院
齐齐哈尔工程学院,齐齐哈尔职业学院
山西信息职业技术学院,山西信息职业技术学院
浙江国际海运职业技术学院,浙江国际海运职业技术学校
浙江国际海运职业技术学院,浙江国际海运职业技术学院
大兴安岭职业学院,大兴安岭职业学院
天津医学高等专科学校,天津医学高等专科学校
晋城职业技术学院,晋城职业技术学院
晋城职业技术学院,山西省晋城职业技术学院
曲靖医学高等专科学校,曲靖卫生学校
曲靖医学高等专科学校,曲靖医学高等专科学校
重庆水利电力职业技术学院,重庆水利电力职业技术学院
黑龙江交通职业技术学院,黑龙江交通职业技术学院
黑龙江交通职业技术学院,黑龙江交通职业学院
华中科技大学,huazhong university of science and technology
华中科技大学,华中工学院
华中科技大学,华中科技大
华中科技大学,华中科技大学
华中科技大学,华中理工大学
华中科技大学,華中科技大學
华中科技大学,科技部干部管理学院
华中科技大学,同济医科大学
华中科技大学,武汉城建学院
华中科技大学,武汉华中科技大学
华中科技大学,武汉科技职工大学
辽宁师范大学海华学院,辽宁师范大学海华学院
中国传媒大学,北京广播学院
中国传媒大学,中国传媒大学
恩施职业技术学院,恩施职业技术学院
恩施职业技术学院,恩施职院
辽宁金融职业学院,辽宁金融职业学院
内蒙古能源职业学院,内蒙古能源职业学院
中国工程物理研究院职工工学院,中国工程物理研究院职工工学院
滇西科技师范学院,滇西科技师范学院
滇西科技师范学院,临沧教育学院
滇西科技师范学院,临沧师范高等专科学校
滇西科技师范学院,临沧师专
鄂尔多斯职业学院,鄂尔多斯职业学院
山西老区职业技术学院,山西老区职业技术学院
河北轨道运输职业技术学院,河北轨道运输职业技术学院
北京工商大学,北工商
北京工商大学,北京工商大学
北京工商大学,北京轻工业学院
北京工商大学,北京商学
北京工商大学,北京商学院
北京工商大学,机械工业管理干部学院
浙江安防职业技术学院,浙江安防职业技术学院
山西省政法管理干部学院,山西省政法管理干部学院
山西省政法管理干部学院,山西政法管理干部学院
福建商学院,福建商学院
福建商学院,福建商业高等专科学校
湖南高速铁路职业技术学院,湖南高速铁路职业技术学院
湖南高速铁路职业技术学院,湖南交通工程职业技术学院
三亚城市职业学院,三亚城市职业学院
天津石油职业技术学院,华北石油学校
天津石油职业技术学院,天津石油职业技术学院
辽宁大学,辽宁大学
辽宁大学,辽宁外国语师范高等专科学校
辽宁大学,遼寧大學
辽宁大学,沈阳市辽宁大学
中国矿业大学银川学院,中国矿业大学银川学院
湖南城市学院,湖南城市学院
湖南城市学院,湖南城市學院
长治学院,长治学院
长治学院,晋东南师范专科学校
山西医科大学,山西医科大学
山西医科大学,山西医学院
郑州电力高等专科学校,郑州电力高等专科学校
郑州电力高等专科学校,郑州电专
北京交通运输职业学院,北京交通运输职业学院
北京交通运输职业学院,北京市交通学校
黑龙江幼儿师范高等专科学校,黑龙江幼儿师范高等专科学校
黑龙江幼儿师范高等专科学校,牡丹江师范学校
大庆职业学院,大庆职业学院
邯郸职业技术学院,邯郸大学
邯郸职业技术学院,邯郸大学(专科)
邯郸职业技术学院,邯郸职业技术学院
黑龙江林业职业技术学院,黑龙江林业职业技术学院
郑州师范学院,郑州师范高等专科学校
郑州师范学院,郑州师范学院
郑州师范学院,郑州师院
山西体育职业学院,山西体育职业学院
河套学院,河套大学
河套学院,河套大学(专科)
河套学院,河套学院
山西同文职业技术学院,山西同文职业技术学院
广西工程职业学院,广西工程职业学院
张家口职业技术学院,张家口大学
张家口职业技术学院,张家口大学(专科)
张家口职业技术学院,张家口职业技术学院
长江工程职业技术学院,长江工程职业技术学院
浙江东方职业技术学院,浙江东方职业技术学院
六盘水师范学院,六盘水师范高等专科学校
六盘水师范学院,六盘水师范学院
大连软件职业学院,大连软件职业学院
山东中医药高等专科学校,山东省中医药学校
山东中医药高等专科学校,山东中医药高等专科学校
山东中医药高等专科学校,山东中医药高等专科学院
浙江经济职业技术学院,浙江经济职业技术学院
浙江工贸职业技术学院,浙江工贸职业技术学院
湖南商学院北津学院,湖南商学院北津学院
北京电影学院,北京电影学院
长春医学高等专科学校,长春医学高等专科学校
长春医学高等专科学校,长春医专
浙江长征职业技术学院,浙江长征职业技术学院
四川三河职业学院,四川三河职业学院
江西工商职业技术学院,江西工商职业技术学院
盐城师范学院,盐城教育学院
盐城师范学院,盐城师范学院
盐城师范学院,盐城师范专科学校
华东师范大学,华东师大
华东师范大学,华东师范大学
华东师范大学,上海华东师范大学
华东师范大学,上海幼儿师范高等专科学校
湖南中医药大学,湖南中医学院
湖南中医药大学,湖南中医药大学
皖南医学院,安徽皖南医学院
皖南医学院,皖南医学院
皖南医学院,芜湖医学专科学校
湖南食品药品职业学院,湖南食品药品职业学院
辽宁政法职业学院,辽宁政法职业学院
西安音乐学院,西安音乐学院
河北美术学院,河北美术学院
河北美术学院,石家庄东方美术学院
河北美术学院,石家庄东方美术职业学院
石家庄人民医学高等专科学校,石家庄华医医学专修学院
石家庄人民医学高等专科学校,石家庄华医医学专修学院(资源)
石家庄人民医学高等专科学校,石家庄人民医学高等专科学校
石家庄人民医学高等专科学校,石家庄人民医专
济南工程职业技术学院,济南工程职业技术学院
济南工程职业技术学院,济南市工程职业技术学院
青岛理工大学,青岛建筑工程学院
青岛理工大学,青岛理工
青岛理工大学,青岛理工大学
青岛理工大学,青岛冶金矿山职工大学
郑州黄河护理职业学院,郑州黄河护理职业学院
郑州黄河护理职业学院,郑州黄河医学专修学院
南京师范大学泰州学院,南京师范大学泰州学院
南京师范大学泰州学院,南师大泰州学院
海南外国语职业学院,海南省外国语职业学院
海南外国语职业学院,海南外国语职业学院
湖北民族学院科技学院,湖北民族学院科技学院
湖南科技大学,湖南科大
湖南科技大学,湖南科技大学
湖南科技大学,湖南科技大學
湖南科技大学,湘潭工学院
湖南科技大学,湘潭矿业学院
湖南科技大学,湘潭师范学院
河北软件职业技术学院,河北工程技术职业学院
河北软件职业技术学院,河北软件职业技术学院
吉首大学,湖南吉首大学
吉首大学,吉首大学
吉首大学,吉首大学 武陵高等专科学校
吉首大学,吉首卫生学校
吉首大学,张家界市武陵高等专科学校。
广东文理职业学院,广东文理职业学院
广东文理职业学院,湛江现代科技职业学院
金华职业技术学院,金华大学
金华职业技术学院,金华理工学院
金华职业技术学院,金华职业技术学院
金华职业技术学院,金职院
金华职业技术学院,民办金华职业技术学院
金华职业技术学院,浙江金华大学
皖北卫生职业学院,皖北卫生职业学院
泊头职业学院,泊头职业学院
许昌电气职业学院,许昌电气职业学院
大连海事大学,大连海事
大连海事大学,大连海事大学
大连海事大学,大连海运学院
厦门演艺职业学院,厦门演艺学院
厦门演艺职业学院,厦门演艺职业学院
呼和浩特职业学院,呼和浩特职业学院
山西水利职业技术学院,山西省水利职业技术学院
山西水利职业技术学院,山西水利职业技术学院
中国石油大学(北京),石油大学(北京)
中国石油大学(北京),石油大学(北京）
中国石油大学(北京),石油大学[北京]
中国石油大学(北京),石油大学{北京}
中国石油大学(北京),石油大学（北京)
中国石油大学(北京),石油大学〔北京〕
中国石油大学(北京),石油大学（北京）
中国石油大学(北京),中国石油大学(北京)
中国石油大学(北京),中国石油大学(北京）
中国石油大学(北京),中国石油大学[北京]
中国石油大学(北京),中国石油大学{北京}
中国石油大学(北京),中国石油大学（北京)
中国石油大学(北京),中国石油大学〔北京〕
中国石油大学(北京),中国石油大学（北京）
文山学院,文山师范高等专科学校
文山学院,文山学院
天津公安警官职业学院,天津公安警官职业学院
山东师范大学历山学院,山东师范大学历山学院
江西旅游商贸职业学院,江西旅游商贸职业学院
广东外语外贸大学南国商学院,广东外语外贸大学南国商学院
广东外语外贸大学南国商学院,廣東外語外貿大學南國商學院
南通航运职业技术学院,南通航院
南通航运职业技术学院,南通航运职业技术学院
常州大学怀德学院,常州大学怀德学院
湖北师范大学,湖北师范大学
湖北师范大学,湖北师范学院
河南大学,河南大学
河南大学,河南大學
河南大学,开封师范学院
河南大学,开封医专
柳州铁道职业技术学院,柳州铁道学院
柳州铁道职业技术学院,柳州铁道职业技术学院
成都工业学院,成都电子机械高等专科学校
成都工业学院,成都电子机械专科学校
成都工业学院,成都工业学院
西安财经学院行知学院,西安财经学院行知学院
江西师范高等专科学校,江西师范高等专科学校
南充职业技术学院,南充职业技术学院
商丘职业技术学院,商丘职业技术学院
宿迁职业技术学院,宿迁职业技术学院
北京中医药大学东方学院,北京中医药大学东方学院
开封大学,开封大学
开封大学,開封大學
北京理工大学珠海学院,北京理工大学珠海学院
北京理工大学珠海学院,北京理工珠海学院
长安大学,長安大學
长安大学,长安大学
长安大学,西安地质学院
长安大学,西安公路交通大学
长安大学,西安工程学院
长安大学,西北建筑工程学院
广西科技师范学院,广西科技师范学院
广西科技师范学院,柳州师范高等专科学校
安阳工学院,安阳大学
安阳工学院,安阳工学院
洛阳科技职业学院,洛阳科技职业学院
洛阳科技职业学院,洛阳市荣华中等专业学校
兰州石化职业技术学院,兰州石化学院
兰州石化职业技术学院,兰州石化职工大学
兰州石化职业技术学院,兰州石化职业技术学院
南京理工大学,华东工程学院
南京理工大学,华东工学院
南京理工大学,南京理工大学
南京理工大学,南京理工大學
南京理工大学,南理工
中国石油大学(北京)克拉玛依校区,中国石油大学(北京)(克拉玛依校区)
中国石油大学(北京)克拉玛依校区,中国石油大学(北京)克拉玛依校区
中国石油大学(北京)克拉玛依校区,中国石油大学（北京）克拉玛依校区
中国石油大学(北京)克拉玛依校区,中国石油大学克拉玛依校区
湖北民族学院,恩施医学高等专科学校
湖北民族学院,湖北民族学院
湖北民族学院,湖北民族學院
安徽工业大学,安徽工业大学
安徽工业大学,安徽工業大學
安徽工业大学,安徽商业高等专科学校
安徽工业大学,华东冶金学院
安徽工业大学,马鞍山商业高等专科学校
河南质量工程职业学院,河南质量工程学院
河南质量工程职业学院,河南质量工程职业学院
内蒙古丰州职业学院,内蒙古丰州职业学院
太原理工大学现代科技学院,太原理工大学现代科技学院
邢台职业技术学院,邢台高等职业技术学校
邢台职业技术学院,邢台职业技术学院
邢台职业技术学院,中国人民解放军军需工业学院
山西财贸职业技术学院,山西财贸职业技术学院
大同煤炭职业技术学院,大同煤炭职业技术学院
安庆职业技术学院,安庆职业技术学院
西南大学(荣昌校区),西南大学(荣昌校区)
川南幼儿师范高等专科学校,川南幼儿师范高等专科学校
川南幼儿师范高等专科学校,隆昌幼儿师范学校
海南医学院,海南大学医学院
海南医学院,海南医学高等专科学校
海南医学院,海南医学院
安徽扬子职业技术学院,安徽扬子职业技术学院
江西应用技术职业学院,江西应用技术职业学院
天津体育学院运动与文化艺术学院,天津体育学院运动与文化艺术学院
杭州万向职业技术学院,杭州万向职业技术学院
承德医学院,承德医学高等专科学校
承德医学院,承德医学院
浙江工商职业技术学院,浙江工商职业技术学院
杭州师范大学,杭州师范大学
杭州师范大学,杭州师范学院
杭州师范大学,杭州医学高等专科学校
广东外语外贸大学,guangdong university of foreign studies
广东外语外贸大学,广东财税专科学校（筹）
广东外语外贸大学,广东省外语外贸大学
广东外语外贸大学,广东外语外经贸大学
广东外语外贸大学,广东外语外贸大学
广东外语外贸大学,广州对外贸易学院
广东外语外贸大学,广州外国语学院
广东外语外贸大学,广州外语学院
广东外语外贸大学,廣東外語外貿大學
四川城市职业学院,四川城市职业学院
江西科技师范大学,江西科技师范大学
江西科技师范大学,江西科技师范学院
江西科技师范大学,江西师范学院南昌分院
江西科技师范大学,南昌高等专科学校
江西科技师范大学,南昌科技大学
江西科技师范大学,南昌师范专科学校
江西科技师范大学,南昌职业技术师范学院
中国社会科学院大学,中国社会科学院大学
安徽交通职业技术学院,安徽交通职业技术学院
湖南文理学院,常德高等专科学校
湖南文理学院,常德高专常德师范学院
湖南文理学院,常德师范高等专科学校
湖南文理学院,常德师范学院
湖南文理学院,常德师院
湖南文理学院,常德师专
湖南文理学院,湖南文理学院
湖南文理学院,湖南文理學院
大连交通大学,大连交通大学
大连交通大学,大连铁道学院
河北水利电力学院,河北工程技术高等专科学校
河北水利电力学院,河北工程技术专科学校
河北水利电力学院,河北工专
河北水利电力学院,河北水利电力学院
河北水利电力学院,河北水利专科学校
湖南体育职业学院,湖南体育职业学院
黑龙江生态工程职业学院,黑龙江生态工程职业学院
河北师范大学,河北教育学院
河北师范大学,河北师大
河北师范大学,河北师范大学
河北师范大学,河北职业技术师范学院
西安建筑科技大学华清学院,华清学院
西安建筑科技大学华清学院,西安建筑科技大学华清学院
江西卫生职业学院,江西护理学院
江西卫生职业学院,江西护理职业技术学院
江西卫生职业学院,江西卫生职业学院
上海海洋大学,上海海洋大学
上海海洋大学,上海水产大学
上海海洋大学,上海水产学院
上海海洋大学,水产大学
北京青年政治学院,北京青年政治学院
天津开发区职业技术学院,天津开发区职业技术学院
安徽工业大学工商学院,安徽工业大学工商学院
安徽新闻出版职业技术学院,安徽新闻出版职业技术学院
郑州电子信息职业技术学院,郑州电子信息职业技术学院
宁夏警官职业学院,宁夏警官职业学院
厦门大学嘉庚学院,厦门大学嘉庚学院
中南大学,长沙铁道学院
中南大学,长沙有色金属专科学校
中南大学,湖南医科大学
中南大学,中南大学
中南大学,中南大學
中南大学,中南工业大学
武夷山职业学院,武夷山职业学院
宁波城市职业技术学院,宁波城市职业技术学院
湖州师范学院求真学院,湖州师范学院求真学院
甘肃建筑职业技术学院,甘肃建筑职业技术学院
淮南师范学院,淮南教育学院
淮南师范学院,淮南师范学校
淮南师范学院,淮南师范学院
淮南师范学院,淮南师范专科学校
上海中侨职业技术学院,民办上海中侨职业技术学院
上海中侨职业技术学院,上海中侨学院
上海中侨职业技术学院,上海中侨职业技术学院
上海中侨职业技术学院,中侨学院
上海中侨职业技术学院,中侨职业技术学院
上海工艺美术职业学院,上海工艺美术职业学院
上海工艺美术职业学院,上海工艺美院
中国民用航空飞行学院,中国民航飞行学院
中国民用航空飞行学院,中国民用航空飞行学院
广东理工学院,广东理工学院
广东理工学院,广东肇庆科技职业技术学院
广东理工学院,肇庆科技职业技术学院
河北工程大学,邯郸农业高等专科学校
河北工程大学,邯郸医学高等专科学校
河北工程大学,河北工程
河北工程大学,河北工程大学
河北工程大学,河北工程学院
河北工程大学,河北建筑科技学院
河北工程大学,华北水利水电学院邯郸分部
三峡旅游职业技术学院,三峡旅游职业技术学院
广东以色列理工学院,广东以色列理工学院
绍兴文理学院,绍兴高等专科学校
绍兴文理学院,绍兴师范专科学校
绍兴文理学院,绍兴文理学院
绍兴文理学院,绍兴职工大学
绍兴文理学院,浙江电大绍兴分校
陕西能源职业技术学院,陕西能源职业技术学院
天津大学仁爱学院,天津大学仁爱学院
上海财经大学,上海財經大學
上海财经大学,上海财经大学
上海财经大学,上 海 财 经 大 学
上海财经大学,上海财经学院
信阳职业技术学院,信阳职业技术学院
上海政法学院,上海大学法学院
上海政法学院,上海市政法管理干部学院
上海政法学院,上海政法学院
宁波大学,宁波大学
宁波大学,宁波师范学院
